,year,source,target
1750,1984.0,K. U. Chernenko (1984 - 1985),Denmark
1751,1984.0,Denmark,"Гольберг, Людвіг"
1752,1926.0,J. V. Stalin (1922 - 1952),Denmark
1753,1926.0,Denmark,"Ієнсен, Іганес"
1754,1934.0,J. V. Stalin (1922 - 1952),Denmark
1755,1934.0,Denmark,"Нексе, Мартін Андерсен"
1756,1927.0,J. V. Stalin (1922 - 1952),Denmark
1757,1927.0,Denmark,"Нексе, Мартін Андерсен"
1758,1960.0,N. S. Khrushchev (1953 - 1964),Denmark
1759,1960.0,Denmark,"Палессен, Оге"
1760,,,
1761,,,
1762,1962.0,N. S. Khrushchev (1953 - 1964),Denmark
1763,1962.0,Denmark,"Петерсен, Йорген"
1764,,,
1765,,,
1766,1962.0,N. S. Khrushchev (1953 - 1964),Denmark
1767,1962.0,Denmark,"Петерсен, Йорген"
1768,,,
1769,,,
1770,1962.0,N. S. Khrushchev (1953 - 1964),Denmark
1771,1962.0,Denmark,"Петерсен, Йорген"
1772,,,
1773,,,
1774,1962.0,N. S. Khrushchev (1953 - 1964),Denmark
1775,1962.0,Denmark,"Петерсен, Йорген"
1776,,,
1777,,,
1778,1962.0,N. S. Khrushchev (1953 - 1964),Denmark
1779,1962.0,Denmark,"Петерсен, Йорген"
1780,,,
1781,,,
1782,1960.0,N. S. Khrushchev (1953 - 1964),Denmark
1783,1960.0,Denmark,"Сендербю, Кнуд"
1784,,,
1785,,,
1786,1965.0,L. I. Brezhnev (1964 - 1982),Denmark
1787,1965.0,Denmark,"Скоу-Хансен, Таге"
1788,,,
1789,,,
1790,,,
1791,,,
1792,1985.0,M. S. Gorbachev (1985 - 1991),Denmark
1793,1985.0,Denmark,"Стінус, Ерік"
1794,1960.0,N. S. Khrushchev (1953 - 1964),Denmark
1795,1960.0,Denmark,"Хейнесен, Вільям"
1796,,,
1797,,,
1798,1973.0,L. I. Brezhnev (1964 - 1982),Denmark
1799,1973.0,Denmark,"Шерфіг, Ханс"
1800,,,
1801,,,
1802,1976.0,L. I. Brezhnev (1964 - 1982),Dominican Republic
1803,1976.0,Dominican Republic,"Бош, Хуан"
1804,1976.0,L. I. Brezhnev (1964 - 1982),Ecuador
1805,1976.0,Ecuador,"Ікаса, Хорхе"
1806,,,
1807,,,
1808,1980.0,L. I. Brezhnev (1964 - 1982),Ecuador
1809,1980.0,Ecuador,"Каррера Андрада(Андраде), Хорхе"
1810,1981.0,L. I. Brezhnev (1964 - 1982),Ethiopia
1811,1981.0,Ethiopia,"Губенья, Абе"
1812,,,
1813,,,
1814,1981.0,L. I. Brezhnev (1964 - 1982),Ethiopia
1815,1981.0,Ethiopia,"Губенья, Абе"
1816,,,
1817,,,
1818,1979.0,L. I. Brezhnev (1964 - 1982),Ethiopia
1819,1979.0,Ethiopia,"Муляту, Аяльнех"
1820,,,
1821,,,
1822,1979.0,L. I. Brezhnev (1964 - 1982),Ethiopia
1823,1979.0,Ethiopia,"Муляту, Аяльнех"
1824,,,
1825,,,
1826,1976.0,L. I. Brezhnev (1964 - 1982),Egypt
1827,1976.0,Egypt,"Ас-Сібаї (Ес-Сібаї), Юсуф"
1828,,,
1829,,,
1830,1974.0,L. I. Brezhnev (1964 - 1982),Egypt
1831,1974.0,Egypt,"Ас-Сібаї (Ес-Сібаї), Юсуф"
1832,1958.0,N. S. Khrushchev (1953 - 1964),Egypt
1833,1958.0,Egypt,"Ібрагім, Хафіз"
1834,1983.0,Y. V. Andropov (1982 - 1984),Egypt
1835,1983.0,Egypt,"аль-Куаїд, Мухаммед Юсуф"
1836,,,
1837,,,
1838,1989.0,M. S. Gorbachev (1985 - 1991),Egypt
1839,1989.0,Egypt,"Махфуз, Нагіб"
1840,1963.0,N. S. Khrushchev (1953 - 1964),Egypt
1841,1963.0,Egypt,"Саадані, Махмуд"
1842,,,
1843,,,
1844,1971.0,L. I. Brezhnev (1964 - 1982),Egypt
1845,1971.0,Egypt,"Файяд, Сулейман"
1846,,,
1847,,,
1848,1958.0,N. S. Khrushchev (1953 - 1964),Egypt
1849,1958.0,Egypt,"аль-Хамісі, Абд ар-Рахман(Абдаррахман, Абд-ар-Рахман)"
1850,,,
1851,,,
1852,1979.0,L. I. Brezhnev (1964 - 1982),Egypt
1853,1979.0,Egypt,"аль-Хамісі, Абд ар-Рахман(Абдаррахман, Абд-ар-Рахман)"
1854,1983.0,Y. V. Andropov (1982 - 1984),Egypt
1855,1983.0,Egypt,"аль-Хамісі, Абд ар-Рахман(Абдаррахман, Абд-ар-Рахман)"
1856,,,
1857,,,
1858,1984.0,K. U. Chernenko (1984 - 1985),Zambia
1859,1984.0,Zambia,"Чіпасула, Френк"
1860,1961.0,N. S. Khrushchev (1953 - 1964),Zanzibar(Tanzania)
1861,1961.0,Zanzibar(Tanzania),"Алі, Моза"
1862,1961.0,N. S. Khrushchev (1953 - 1964),Zanzibar(Tanzania)
1863,1961.0,Zanzibar(Tanzania),"Алі, Моза"
1864,1974.0,L. I. Brezhnev (1964 - 1982),Republic of Cabo Verde
1865,1974.0,Republic of Cabo Verde,"Барбоза, Жоржі"
1866,1974.0,L. I. Brezhnev (1964 - 1982),Republic of Cabo Verde
1867,1974.0,Republic of Cabo Verde,"Дамбара, Каобердіану"
1868,1977.0,L. I. Brezhnev (1964 - 1982),Republic of Cabo Verde
1869,1977.0,Republic of Cabo Verde,"Лопіш, Мануел"
1870,1977.0,L. I. Brezhnev (1964 - 1982),Republic of Cabo Verde
1871,1977.0,Republic of Cabo Verde,"Лопіш, Мануел"
1872,1979.0,L. I. Brezhnev (1964 - 1982),Republic of Cabo Verde
1873,1979.0,Republic of Cabo Verde,"Мартінш, Овідіу"
1874,1974.0,L. I. Brezhnev (1964 - 1982),Republic of Cabo Verde
1875,1974.0,Republic of Cabo Verde,"Мартінш, Овідіу"
1876,1974.0,L. I. Brezhnev (1964 - 1982),Republic of Cabo Verde
1877,1974.0,Republic of Cabo Verde,"Мартінш, Овідіу"
1878,1974.0,L. I. Brezhnev (1964 - 1982),Republic of Cabo Verde
1879,1974.0,Republic of Cabo Verde,"Нуньїш, Антоніу"
1880,1990.0,M. S. Gorbachev (1985 - 1991),Zimbabwe
1881,1990.0,Zimbabwe,"Мунгоші, Чарлз"
1882,1990.0,M. S. Gorbachev (1985 - 1991),Zimbabwe
1883,1990.0,Zimbabwe,"Сайді, Вільям"
1884,1991.0,M. S. Gorbachev (1985 - 1991),Israel
1885,1991.0,Israel,"Бар-Йосеф, Хамуталь"
1886,1989.0,M. S. Gorbachev (1985 - 1991),Israel
1887,1989.0,Israel,"Бялик, Хаїм Нахман"
1888,1964.0,N. S. Khrushchev (1953 - 1964),Israel
1889,1964.0,Israel,"Дервіш, Закія Селім"
1890,,,
1891,,,
1892,1991.0,M. S. Gorbachev (1985 - 1991),Israel
1893,1991.0,Israel,"Оз, Амос"
1894,,,
1895,,,
1896,1976.0,L. I. Brezhnev (1964 - 1982),India
1897,1976.0,India,Аг’єйя (спр. ім’я - Саччідананд Хірананд Ватсаян)
1898,1970.0,L. I. Brezhnev (1964 - 1982),India
1899,1970.0,India,"Аграваль, Бгаратбгушан"
1900,1983.0,Y. V. Andropov (1982 - 1984),India
1901,1983.0,India,Акілан
1902,1962.0,N. S. Khrushchev (1953 - 1964),India
1903,1962.0,India,"Аппарао, Гурузада"
1904,1973.0,L. I. Brezhnev (1964 - 1982),India
1905,1973.0,India,"Ахтар, Джан Нісар"
1906,1973.0,L. I. Brezhnev (1964 - 1982),India
1907,1973.0,India,"Ахтар, Джан Нісар"
1908,1980.0,L. I. Brezhnev (1964 - 1982),India
1909,1980.0,India,"Бакші, Рамеш"
1910,1982.0,Y. V. Andropov (1982 - 1984),India
1911,1982.0,India,"Бараді, Субраманья"
1912,,,
1913,,,
1914,1982.0,Y. V. Andropov (1982 - 1984),India
1915,1982.0,India,"Бараді, Субраманья"
1916,,,
1917,,,
1918,1973.0,L. I. Brezhnev (1964 - 1982),India
1919,1973.0,India,"Баччан, Харіваншрай"
1920,,,
1921,,,
1922,1973.0,L. I. Brezhnev (1964 - 1982),India
1923,1973.0,India,"Баччан, Харіваншрай"
1924,,,
1925,,,
1926,1970.0,L. I. Brezhnev (1964 - 1982),India
1927,1970.0,India,"Баччан, Харіваншрай"
1928,1970.0,L. I. Brezhnev (1964 - 1982),India
1929,1970.0,India,"Бгагерія(Бхагерія), Матадін"
1930,1971.0,L. I. Brezhnev (1964 - 1982),India
1931,1971.0,India,"Бгагерія(Бхагерія), Матадін"
1932,1973.0,L. I. Brezhnev (1964 - 1982),India
1933,1973.0,India,"Бгагерія(Бхагерія), Матадін"
1934,1970.0,L. I. Brezhnev (1964 - 1982),India
1935,1970.0,India,"Бгатнагар, Махендра"
1936,1990.0,M. S. Gorbachev (1985 - 1991),India
1937,1990.0,India,"Бгаттачар’я, Бгабані"
1938,1976.0,L. I. Brezhnev (1964 - 1982),India
1939,1976.0,India,"Бошу, Шомореш"
1940,,,
1941,,,
1942,1978.0,L. I. Brezhnev (1964 - 1982),India
1943,1978.0,India,"Валлатхол, Нараяна Менон"
1944,,,
1945,,,
1946,1976.0,L. I. Brezhnev (1964 - 1982),India
1947,1976.0,India,"Варма, Шрікант"
1948,1981.0,L. I. Brezhnev (1964 - 1982),India
1949,1981.0,India,"Ганді, Канхайялал"
1950,1973.0,L. I. Brezhnev (1964 - 1982),India
1951,1973.0,India,"Гупта, Бгайрав Прасад"
1952,1960.0,N. S. Khrushchev (1953 - 1964),India
1953,1960.0,India,"Гхош, Бімал Чандра"
1954,1973.0,L. I. Brezhnev (1964 - 1982),India
1955,1973.0,India,"Даш, Джібонанондо"
1956,,,
1957,,,
1958,1973.0,L. I. Brezhnev (1964 - 1982),India
1959,1973.0,India,"Даш, Джібонанондо"
1960,,,
1961,,,
1962,1973.0,L. I. Brezhnev (1964 - 1982),India
1963,1973.0,India,"Джафрі, Алі Сардар"
1964,,,
1965,,,
1966,1973.0,L. I. Brezhnev (1964 - 1982),India
1967,1973.0,India,"Джафрі, Алі Сардар"
1968,,,
1969,,,
1970,1976.0,L. I. Brezhnev (1964 - 1982),India
1971,1976.0,India,Джаякантан (Джеякантан) Д
1972,1984.0,K. U. Chernenko (1984 - 1985),India
1973,1984.0,India,Джаякантан (Джеякантан) Д
1974,,,
1975,,,
1976,1969.0,L. I. Brezhnev (1964 - 1982),India
1977,1969.0,India,"Дуггал, Картар Сінгх"
1978,,,
1979,,,
1980,1972.0,L. I. Brezhnev (1964 - 1982),India
1981,1972.0,India,"Захір, Разія Саджад"
1982,1964.0,N. S. Khrushchev (1953 - 1964),India
1983,1964.0,India,Камалешвар
1984,1959.0,N. S. Khrushchev (1953 - 1964),India
1985,1959.0,India,"Мадгулкар, В’янкатеш"
1986,,,
1987,,,
1988,,,
1989,,,
1990,1976.0,L. I. Brezhnev (1964 - 1982),India
1991,1976.0,India,"Малік, Кешев"
1992,1976.0,L. I. Brezhnev (1964 - 1982),India
1993,1976.0,India,"Махапатра, Сітакант"
1994,1976.0,L. I. Brezhnev (1964 - 1982),India
1995,1976.0,India,"Махапатра, Сітакант"
1996,1989.0,M. S. Gorbachev (1985 - 1991),India
1997,1989.0,India,"Махешвер, Сараван"
1998,1970.0,L. I. Brezhnev (1964 - 1982),India
1999,1970.0,India,"Мехротра, Шанті"
2000,1976.0,L. I. Brezhnev (1964 - 1982),India
2001,1976.0,India,"Мітра, Премендра"
2002,1976.0,L. I. Brezhnev (1964 - 1982),India
2003,1976.0,India,"Мукерджі, Шубхаш"
2004,,,
2005,,,
2006,1974.0,L. I. Brezhnev (1964 - 1982),India
2007,1974.0,India,Нагарджун
2008,1967.0,L. I. Brezhnev (1964 - 1982),India
2009,1967.0,India,"Нараян (Нарайян), Р. К"
2010,,,
2011,,,
2012,1967.0,L. I. Brezhnev (1964 - 1982),India
2013,1967.0,India,"Нараян (Нарайян), Р. К"
2014,,,
2015,,,
2016,1976.0,L. I. Brezhnev (1964 - 1982),India
2017,1976.0,India,"Нараян, Сурве"
2018,1962.0,N. S. Khrushchev (1953 - 1964),India
2019,1962.0,India,"Натх, Махендра"
2020,,,
2021,,,
2022,1970.0,L. I. Brezhnev (1964 - 1982),India
2023,1970.0,India,"Нірала, Сур’якант Тріпатхі"
2024,,,
2025,,,
2026,1973.0,L. I. Brezhnev (1964 - 1982),India
2027,1973.0,India,"Нірала, Сур’якант Тріпатхі"
2028,1973.0,L. I. Brezhnev (1964 - 1982),India
2029,1973.0,India,"Нірала, Сур’якант Тріпатхі"
2030,1988.0,M. S. Gorbachev (1985 - 1991),India
2031,1988.0,India,"Панде, Мріналь"
2032,1968.0,L. I. Brezhnev (1964 - 1982),India
2033,1968.0,India,"Панну, Гурвел Сінгх"
2034,,,
2035,,,
2036,1976.0,L. I. Brezhnev (1964 - 1982),India
2037,1976.0,India,"Піллаї, Такажі Шівашанкар"
2038,1958.0,N. S. Khrushchev (1953 - 1964),India
2039,1958.0,India,"Поттеккатт, Сукумарен К"
2040,,,
2041,,,
2042,,,
2043,,,
2044,1958.0,N. S. Khrushchev (1953 - 1964),India
2045,1958.0,India,"Прем, Чанд"
2046,1976.0,L. I. Brezhnev (1964 - 1982),India
2047,1976.0,India,"Прітам, Амріта"
2048,1986.0,M. S. Gorbachev (1985 - 1991),India
2049,1986.0,India,"Прітам, Амріта"
2050,1986.0,M. S. Gorbachev (1985 - 1991),India
2051,1986.0,India,"Прітам, Амріта"
2052,1986.0,M. S. Gorbachev (1985 - 1991),India
2053,1986.0,India,"Прітам, Амріта"
2054,1986.0,M. S. Gorbachev (1985 - 1991),India
2055,1986.0,India,"Прітам, Сароджіні"
2056,1966.0,L. I. Brezhnev (1964 - 1982),India
2057,1966.0,India,"Пунтабікар, Шанкар"
2058,1963.0,N. S. Khrushchev (1953 - 1964),India
2059,1963.0,India,"Пхул, Гурдіал Сінгх"
2060,,,
2061,,,
2062,,,
2063,,,
2064,1967.0,L. I. Brezhnev (1964 - 1982),India
2065,1967.0,India,"Рагхав, Рангея"
2066,,,
2067,,,
2068,1976.0,L. I. Brezhnev (1964 - 1982),India
2069,1976.0,India,"Рай, Манматха"
2070,1967.0,L. I. Brezhnev (1964 - 1982),India
2071,1967.0,India,"Рей, Бішваджіт"
2072,1984.0,K. U. Chernenko (1984 - 1985),India
2073,1984.0,India,"Рену, Пханішварнатх"
2074,1970.0,L. I. Brezhnev (1964 - 1982),India
2075,1970.0,India,"Різві, Зубайр"
2076,1976.0,L. I. Brezhnev (1964 - 1982),India
2077,1976.0,India,"Садгу, Арун Мартанд"
2078,,,
2079,,,
2080,1976.0,L. I. Brezhnev (1964 - 1982),India
2081,1976.0,India,"Садгу, Арун Мартанд"
2082,,,
2083,,,
2084,1976.0,L. I. Brezhnev (1964 - 1982),India
2085,1976.0,India,"Саньял, Тарун"
2086,1976.0,L. I. Brezhnev (1964 - 1982),India
2087,1976.0,India,"Саньял, Тарун"
2088,1976.0,L. I. Brezhnev (1964 - 1982),India
2089,1976.0,India,"Сахні, Бгішам (Бгішм)"
2090,1972.0,L. I. Brezhnev (1964 - 1982),India
2091,1972.0,India,"Сахні, Бгішам (Бгішм)"
2092,1967.0,L. I. Brezhnev (1964 - 1982),India
2093,1967.0,India,"Сінгх, Невтедж"
2094,1962.0,N. S. Khrushchev (1953 - 1964),India
2095,1962.0,India,"Суббарао, Раяпролу"
2096,1977.0,L. I. Brezhnev (1964 - 1982),India
2097,1977.0,India,Сундарам С
2098,1976.0,L. I. Brezhnev (1964 - 1982),India
2099,1976.0,India,"Тагор, Рабіндранат"
2100,1978.0,L. I. Brezhnev (1964 - 1982),India
2101,1978.0,India,"Тагор, Рабіндранат"
2102,1987.0,M. S. Gorbachev (1985 - 1991),India
2103,1987.0,India,"Тагор, Рабіндранат"
2104,1958.0,N. S. Khrushchev (1953 - 1964),India
2105,1958.0,India,"Тагор, Рабіндранат"
2106,1958.0,N. S. Khrushchev (1953 - 1964),India
2107,1958.0,India,"Тагор, Рабіндранат"
2108,1960.0,N. S. Khrushchev (1953 - 1964),India
2109,1960.0,India,"Тагор, Рабіндранат"
2110,1963.0,N. S. Khrushchev (1953 - 1964),India
2111,1963.0,India,"Тагор, Рабіндранат"
2112,1983.0,Y. V. Andropov (1982 - 1984),India
2113,1983.0,India,"Тагор, Рабіндранат"
2114,1987.0,M. S. Gorbachev (1985 - 1991),India
2115,1987.0,India,"Тагор, Рабіндранат"
2116,1976.0,L. I. Brezhnev (1964 - 1982),India
2117,1976.0,India,"Хайдар, Куррат уль-Айн"
2118,,,
2119,,,
2120,1967.0,L. I. Brezhnev (1964 - 1982),India
2121,1967.0,India,"Чацдар, Крішан"
2122,,,
2123,,,
2124,1976.0,L. I. Brezhnev (1964 - 1982),India
2125,1976.0,India,"Чацдар, Крішан"
2126,1973.0,L. I. Brezhnev (1964 - 1982),India
2127,1973.0,India,"Чацдар, Крішан"
2128,1985.0,M. S. Gorbachev (1985 - 1991),India
2129,1985.0,India,"Чацдар, Крішан"
2130,1989.0,M. S. Gorbachev (1985 - 1991),India
2131,1989.0,India,"Чокроборті, Джогоннатх"
2132,1976.0,L. I. Brezhnev (1964 - 1982),India
2133,1976.0,India,"Чоттопаддхай, Шоротчондро"
2134,,,
2135,,,
2136,1963.0,N. S. Khrushchev (1953 - 1964),Indonesia
2137,1963.0,Indonesia,"Айдіт, Д(іпа) Н(усантара)"
2138,1963.0,N. S. Khrushchev (1953 - 1964),Indonesia
2139,1963.0,Indonesia,Анантагуана С
2140,1973.0,L. I. Brezhnev (1964 - 1982),Indonesia
2141,1973.0,Indonesia,"Анвар, Хайріл"
2142,1963.0,N. S. Khrushchev (1953 - 1964),Indonesia
2143,1963.0,Indonesia,Ашар М
2144,1963.0,N. S. Khrushchev (1953 - 1964),Indonesia
2145,1963.0,Indonesia,Бандахаро Хр
2146,1963.0,N. S. Khrushchev (1953 - 1964),Indonesia
2147,1963.0,Indonesia,Беджо Кр
2148,1963.0,N. S. Khrushchev (1953 - 1964),Indonesia
2149,1963.0,Indonesia,"Бенні, Тхунг"
2150,1958.0,N. S. Khrushchev (1953 - 1964),Indonesia
2151,1958.0,Indonesia,"Пратікто, Рійоно"
2152,,,
2153,,,
2154,1958.0,N. S. Khrushchev (1953 - 1964),Indonesia
2155,1958.0,Indonesia,"Пратікто, Рійоно"
2156,,,
2157,,,
2158,1982.0,L. I. Brezhnev (1964 - 1982),Indonesia
2159,1982.0,Indonesia,"Рангкуті, Хамсад"
2160,1963.0,N. S. Khrushchev (1953 - 1964),Indonesia
2161,1963.0,Indonesia,Ризакотта Ф
2162,1963.0,N. S. Khrushchev (1953 - 1964),Indonesia
2163,1963.0,Indonesia,Судісман
2164,1986.0,M. S. Gorbachev (1985 - 1991),Indonesia
2165,1986.0,Indonesia,"Тур, Прамудья Ананта"
2166,,,
2167,,,
2168,1970.0,L. I. Brezhnev (1964 - 1982),Iraq
2169,1970.0,Iraq,"аль-Баяті, Абд-аль-Ваххаб"
2170,,,
2171,,,
2172,,,
2173,,,
2174,1963.0,N. S. Khrushchev (1953 - 1964),Iraq
2175,1963.0,Iraq,"аль-Баяті, Хасан"
2176,,,
2177,,,
2178,1970.0,L. I. Brezhnev (1964 - 1982),Iraq
2179,1970.0,Iraq,"Джавад, Казим"
2180,1970.0,L. I. Brezhnev (1964 - 1982),Iraq
2181,1970.0,Iraq,"аль-Джавахірі, Мухаммед Махді"
2182,1970.0,L. I. Brezhnev (1964 - 1982),Iraq
2183,1970.0,Iraq,"Хайдарі, Балянд"
2184,1962.0,N. S. Khrushchev (1953 - 1964),Iran
2185,1962.0,Iran,"Гулістан, Ібрагім"
2186,,,
2187,,,
2188,1990.0,M. S. Gorbachev (1985 - 1991),Iran
2189,1990.0,Iran,"Закані, Убейд"
2190,,,
2191,,,
2192,1979.0,L. I. Brezhnev (1964 - 1982),Iran
2193,1979.0,Iran,Ібадулла
2194,,,
2195,,,
2196,1987.0,M. S. Gorbachev (1985 - 1991),Iran
2197,1987.0,Iran,Кадері Мохаммед Ходавенд
2198,1987.0,M. S. Gorbachev (1985 - 1991),Iran
2199,1987.0,Iran,Кадері Мохаммед Ходавенд
2200,1963.0,N. S. Khrushchev (1953 - 1964),Iran
2201,1963.0,Iran,Мазза
2202,,,
2203,,,
2204,1979.0,L. I. Brezhnev (1964 - 1982),Iran
2205,1979.0,Iran,"Нушин, Абд-аль-Хосейн"
2206,,,
2207,,,
2208,1930.0,J. V. Stalin (1922 - 1952),Iran
2209,1930.0,Iran,"Тейрані, Госейн"
2210,1989.0,M. S. Gorbachev (1985 - 1991),Iran
2211,1989.0,Iran,"Фаррухзод, Фуруг"
2212,1960.0,N. S. Khrushchev (1953 - 1964),Iran
2213,1960.0,Iran,"Хайям, Омар"
2214,1962.0,N. S. Khrushchev (1953 - 1964),Iran
2215,1962.0,Iran,"Хедавд, Седик"
2216,,,
2217,,,
2218,1988.0,M. S. Gorbachev (1985 - 1991),Ireland
2219,1988.0,Ireland,"Беккет, Семюел"
2220,1991.0,M. S. Gorbachev (1985 - 1991),Ireland
2221,1991.0,Ireland,"Беккет, Семюел"
2222,1991.0,M. S. Gorbachev (1985 - 1991),Ireland
2223,1991.0,Ireland,"Беккет, Семюел"
